id,name,length,width,height,weight,category,priority,fragility,stackable,access_freq,can_rotate
SYN-94085691,Synthetic side dish 264,1.18,0.77,0.32,16.03,side dish,2,0,1,5,1
SYN-78156852,Synthetic bakery products 265,1.17,0.4,0.48,14.6,bakery products,2,1,0,7,1
SYN-6d6eee17,Synthetic vegetables 266,0.78,0.53,0.57,19.98,vegetables,3,1,0,8,1
SYN-2652b780,Synthetic ice cream 267,0.9,0.57,0.47,17.3,ice cream,1,1,0,7,1
SYN-cfc59b01,Synthetic snack 268,0.54,0.37,0.42,8.4,snack,1,0,1,6,1
SYN-538ae0e5,Synthetic side dish 269,0.74,0.71,0.5,16.58,side dish,1,0,1,6,1
SYN-b24edd9d,Synthetic red meat 270,1.14,0.37,0.5,12.06,red meat,3,0,1,3,1
SYN-2d9e5371,Synthetic snack 271,1.06,0.54,0.56,19.28,snack,1,0,1,2,1
SYN-d18d7472,Synthetic vegetables 272,1.09,0.37,0.49,10.88,vegetables,3,1,0,8,1
SYN-365de197,Synthetic instant meals 273,0.84,0.41,0.41,9.65,instant meals,3,0,1,1,1
SYN-61439913,Synthetic bakery products 274,0.6,0.42,0.56,10.69,bakery products,1,1,0,5,1
SYN-df833acd,Synthetic candy 275,0.55,0.43,0.57,9.15,candy,3,0,1,7,1
SYN-998657bb,Synthetic ice cream 276,1.18,0.78,0.62,12.92,ice cream,3,1,0,10,1
SYN-e1c16d01,Synthetic pizza 277,1.16,0.43,0.45,14.65,pizza,3,0,1,9,1
SYN-63c9ed1c,Synthetic confectionery 278,0.76,0.53,0.5,21.0,confectionery,1,1,0,10,1
SYN-a8666853,Synthetic confectionery 279,0.65,0.43,0.6,11.33,confectionery,2,1,0,3,1
SYN-aa06e39c,Synthetic vegetables 280,1.18,0.8,0.58,14.81,vegetables,1,1,0,7,1
SYN-1aedbe40,Synthetic ice cream 281,0.91,0.61,0.36,11.88,ice cream,2,1,0,3,1
SYN-df1e0236,Synthetic candy 282,0.67,0.42,0.62,11.03,candy,1,0,1,1,1
SYN-bf063ff5,Synthetic fruit 283,1.17,0.4,0.44,13.93,fruit,3,1,0,6,1
SYN-df76917b,Synthetic candy 284,0.77,0.57,0.55,7.87,candy,2,0,1,3,1
SYN-f217bda6,Synthetic candy 285,1.15,0.44,0.33,14.9,candy,2,0,0,2,1
SYN-dd0bc927,Synthetic bakery products 286,1.13,0.45,0.51,15.77,bakery products,1,1,0,1,1
SYN-f717fc4d,Synthetic bakery products 287,1.15,0.41,0.46,14.15,bakery products,1,1,0,9,1
SYN-acf51d89,Synthetic fish 288,0.61,0.42,0.43,12.47,fish,2,0,1,7,1
SYN-5f642e92,Synthetic pizza 289,0.67,0.41,0.6,10.82,pizza,1,0,1,10,1
SYN-b8dbf9b1,Synthetic red meat 290,0.78,0.54,0.57,20.18,red meat,1,0,1,5,1
SYN-1a4905ab,Synthetic dairy products 291,1.17,0.4,0.47,13.72,dairy products,2,0,1,7,1
SYN-84d4d69a,Synthetic bakery products 292,0.79,0.55,0.39,11.84,bakery products,3,1,0,1,1
SYN-ca2c7f10,Synthetic snack 293,1.08,0.52,0.52,15.94,snack,1,0,1,5,1
SYN-9638aaa7,Synthetic confectionery 294,0.8,0.59,0.49,16.79,confectionery,1,1,0,9,1
SYN-c3753432,Synthetic potatoe products 295,1.15,0.4,0.5,13.58,potatoe products,2,0,0,1,1
SYN-05c6dcdd,Synthetic red meat 296,0.77,0.53,0.59,20.38,red meat,3,0,1,6,1
SYN-5e2dd19a,Synthetic dairy products 297,1.11,0.52,0.58,17.38,dairy products,1,0,1,8,1
SYN-3e75c5f4,Synthetic confectionery 298,0.82,0.32,0.32,15.83,confectionery,3,1,0,3,1
SYN-f2d12d25,Synthetic confectionery 299,0.85,0.55,0.2,9.42,confectionery,2,1,0,5,1
SYN-4e0d51f3,Synthetic confectionery 300,1.14,0.49,0.28,15.32,confectionery,1,1,0,6,1
SYN-37bb30c2,Synthetic candy 301,1.09,0.35,0.48,12.22,candy,1,0,1,8,1
SYN-1c796d6f,Synthetic bakery products 302,0.78,0.56,0.53,19.34,bakery products,1,1,0,8,1
SYN-91258856,Synthetic confectionery 303,0.8,0.6,0.48,17.73,confectionery,3,1,0,1,1
SYN-18d22218,Synthetic confectionery 304,0.76,0.48,0.46,20.62,confectionery,3,1,0,2,1
SYN-c2880a96,Synthetic instant meals 305,1.09,0.49,0.5,16.29,instant meals,1,0,1,2,1
SYN-5a7356c0,Synthetic candy 306,1.15,0.38,0.49,13.24,candy,1,0,1,9,1
SYN-e5eaf4d9,Synthetic bakery products 307,1.06,0.52,0.59,19.98,bakery products,3,1,0,3,1
SYN-773fdc52,Synthetic vegetables 308,0.8,0.79,0.28,7.49,vegetables,2,1,0,4,1
SYN-e8a13be2,Synthetic side dish 309,1.04,0.47,0.51,11.88,side dish,1,0,0,8,1
SYN-9e16bd6f,Synthetic red meat 310,0.78,0.55,0.54,20.12,red meat,2,0,1,10,1
SYN-adf9736d,Synthetic fish 311,0.81,0.59,0.36,13.25,fish,2,0,1,6,1
SYN-89f1a280,Synthetic non-food products 312,1.08,0.47,0.49,12.72,non-food products,2,0,1,8,1
SYN-974b921e,Synthetic bakery products 313,1.13,0.41,0.55,10.87,bakery products,2,1,0,1,1
SYN-5f1b07b7,Synthetic confectionery 314,0.53,0.34,0.43,6.71,confectionery,2,1,0,1,1
SYN-be5e1d9c,Synthetic confectionery 315,1.1,0.47,0.48,12.19,confectionery,2,1,0,10,1
SYN-8d09b8ee,Synthetic candy 316,1.16,0.66,0.65,18.92,candy,2,0,1,5,1
SYN-7bbf94b7,Synthetic potatoe products 317,1.12,0.57,0.62,20.57,potatoe products,2,0,1,6,1
SYN-68eb4846,Synthetic candy 318,1.18,0.8,0.52,15.09,candy,3,0,0,10,1
SYN-d4e039a9,Synthetic fruit 319,1.16,0.76,0.62,15.85,fruit,2,1,0,2,1
SYN-d85eb316,Synthetic candy 320,0.96,0.39,0.5,6.95,candy,3,0,1,4,1
SYN-03de6c74,Synthetic bakery products 321,0.65,0.41,0.59,10.51,bakery products,2,1,0,6,1
SYN-96e6e69e,Synthetic bakery products 322,1.18,0.77,0.42,17.32,bakery products,2,1,0,9,1
SYN-f40fefed,Synthetic instant meals 323,0.79,0.54,0.56,20.41,instant meals,2,0,1,8,1
SYN-d8005822,Synthetic non-food products 324,0.69,0.41,0.57,10.36,non-food products,1,0,1,10,1
SYN-1aafcdda,Synthetic fish 325,1.09,0.49,0.48,16.27,fish,2,0,1,8,1
SYN-815135c6,Synthetic bakery products 326,0.72,0.58,0.63,7.27,bakery products,1,1,0,4,1
SYN-af7ca465,Synthetic pizza 327,0.75,0.59,0.48,11.86,pizza,3,0,1,8,1
SYN-1672712e,Synthetic candy 328,1.11,0.43,0.5,7.58,candy,1,0,1,2,1
SYN-c97c65dd,Synthetic potatoe products 329,0.86,0.54,0.56,18.67,potatoe products,2,0,1,7,1
SYN-a0c058e3,Synthetic bakery products 330,0.55,0.43,0.48,10.44,bakery products,1,1,0,7,1
SYN-d70fcbd5,Synthetic bakery products 331,0.81,0.59,0.43,15.39,bakery products,3,1,0,8,1
SYN-c5ef7578,Synthetic confectionery 332,0.77,0.42,0.48,8.72,confectionery,1,1,0,3,1
SYN-2457f596,Synthetic bakery products 333,0.71,0.42,0.35,4.69,bakery products,1,1,0,8,1
SYN-398e7c46,Synthetic red meat 334,0.68,0.42,0.61,11.12,red meat,1,0,1,2,1
SYN-8e5542da,Synthetic instant meals 335,0.92,0.27,0.45,8.76,instant meals,1,0,0,8,1
SYN-371b8899,Synthetic poultry 336,0.78,0.52,0.55,20.95,poultry,3,0,1,7,1
SYN-9a33cca3,Synthetic confectionery 337,1.17,0.77,0.63,16.45,confectionery,1,1,0,3,1
SYN-a10847ca,Synthetic ice cream 338,0.81,0.32,0.32,15.22,ice cream,3,1,0,8,1
SYN-44738403,Synthetic red meat 339,0.5,0.41,0.55,6.86,red meat,3,0,1,3,1
SYN-cc357d18,Synthetic confectionery 340,1.17,0.39,0.48,14.06,confectionery,3,1,0,4,1
SYN-c383a5ac,Synthetic confectionery 341,1.18,0.79,0.49,13.08,confectionery,2,1,0,6,1
SYN-e8517caa,Synthetic bakery products 342,1.14,0.42,0.49,16.18,bakery products,3,1,0,10,1
SYN-1b1733cc,Synthetic bakery products 343,1.18,0.77,0.47,13.57,bakery products,1,1,0,8,1
SYN-1f71eb49,Synthetic instant meals 344,1.11,0.44,0.45,13.07,instant meals,2,0,1,1,1
SYN-9c620416,Synthetic ice cream 345,0.76,0.57,0.43,20.61,ice cream,2,1,0,1,1
SYN-93b340ed,Synthetic red meat 346,0.78,0.55,0.52,20.83,red meat,1,0,0,2,1
SYN-888ee921,Synthetic pizza 347,0.94,0.53,0.55,19.27,pizza,2,0,0,5,1
SYN-161745bc,Synthetic confectionery 348,1.14,0.44,0.47,15.04,confectionery,1,1,0,9,1
SYN-add6409a,Synthetic pizza 349,0.55,0.32,0.38,7.04,pizza,2,0,1,6,1
SYN-66e3e2f2,Synthetic confectionery 350,0.47,0.38,0.56,5.18,confectionery,1,1,0,3,1
SYN-df080f49,Synthetic bakery products 351,0.81,0.59,0.41,14.26,bakery products,2,1,0,4,1
SYN-9e3f1af7,Synthetic pizza 352,0.74,0.67,0.55,15.71,pizza,2,0,1,9,1
SYN-e55e242b,Synthetic bakery products 353,0.77,0.79,0.35,11.04,bakery products,1,1,0,6,1
SYN-6330500c,Synthetic fruit 354,0.8,0.41,0.54,16.22,fruit,1,1,0,3,1
SYN-b81dd630,Synthetic instant meals 355,0.67,0.4,0.57,10.2,instant meals,3,0,1,7,1
SYN-c0ea2d9d,Synthetic confectionery 356,1.19,0.8,0.55,14.21,confectionery,1,1,0,5,1
SYN-3847d6e4,Synthetic vegetables 357,1.18,0.79,0.53,14.78,vegetables,1,1,0,2,1
SYN-442a719e,Synthetic meat 358,1.17,0.75,0.55,12.24,meat,2,0,1,8,1
SYN-33847dda,Synthetic pizza 359,0.76,0.53,0.48,21.27,pizza,1,0,1,1,1
SYN-520f74ad,Synthetic bakery products 360,0.74,0.54,0.23,7.64,bakery products,3,1,0,7,1
SYN-b3600e11,Synthetic red meat 361,1.08,0.52,0.51,17.83,red meat,3,0,1,3,1
SYN-5c02235e,Synthetic non-food products 362,0.68,0.41,0.59,10.9,non-food products,1,0,1,9,1
SYN-24551522,Synthetic candy 363,0.54,0.31,0.38,6.07,candy,3,0,1,8,1
SYN-d9b63ba0,Synthetic fish 364,0.8,0.54,0.25,10.38,fish,3,0,1,9,1
SYN-cf785f11,Synthetic vegetables 365,0.67,0.41,0.59,11.13,vegetables,1,1,0,1,1
SYN-86c0abdf,Synthetic confectionery 366,0.78,0.54,0.55,20.64,confectionery,3,1,0,5,1
SYN-c7a5cf19,Synthetic poultry 367,0.56,0.41,0.4,11.0,poultry,2,0,1,9,1
SYN-79957f57,Synthetic bakery products 368,0.71,0.45,0.62,13.49,bakery products,3,1,0,10,1
SYN-ef227592,Synthetic bakery products 369,0.66,0.42,0.59,10.85,bakery products,3,1,0,3,1
SYN-2bd58a86,Synthetic confectionery 370,1.12,0.44,0.47,14.42,confectionery,3,1,0,9,1
SYN-03dfdf13,Synthetic instant meals 371,1.18,0.8,0.57,14.49,instant meals,3,0,1,6,1
SYN-5fa1a2ea,Synthetic pizza 372,0.58,0.42,0.45,11.36,pizza,2,0,1,4,1
SYN-7f24f544,Synthetic seafood 373,0.58,0.43,0.37,12.22,seafood,1,0,1,4,1
SYN-138008b7,Synthetic red meat 374,0.75,0.5,0.39,20.51,red meat,1,0,1,5,1
SYN-ac772998,Synthetic bakery products 375,0.69,0.43,0.61,11.77,bakery products,3,1,0,8,1
SYN-4484137e,Synthetic candy 376,0.53,0.36,0.43,7.64,candy,2,0,1,4,1
SYN-d3e96e12,Synthetic fruit 377,0.81,0.57,0.33,11.34,fruit,1,1,0,7,1
SYN-ce06ffec,Synthetic bakery products 378,0.79,0.53,0.3,7.12,bakery products,3,1,0,4,1
SYN-12c16a49,Synthetic confectionery 379,0.8,0.59,0.51,18.74,confectionery,3,1,0,6,1
SYN-eeb5a06d,Synthetic ice cream 380,1.11,0.48,0.52,15.59,ice cream,1,1,0,5,1
SYN-723ebe53,Synthetic confectionery 381,0.77,0.54,0.55,7.62,confectionery,2,1,0,3,1
SYN-5b46a168,Synthetic instant meals 382,1.16,0.42,0.41,14.07,instant meals,2,0,1,9,1
SYN-5c2f7c3b,Synthetic candy 383,0.57,0.32,0.38,7.03,candy,1,0,1,10,1
SYN-c3cf0619,Synthetic fish 384,0.8,0.52,0.28,8.72,fish,3,0,0,8,1
SYN-8836194f,Synthetic bakery products 385,1.17,0.78,0.28,20.12,bakery products,3,1,0,2,1
SYN-df1d29d8,Synthetic vegetables 386,1.15,0.43,0.46,14.4,vegetables,2,1,0,3,1
SYN-de8975d3,Synthetic poultry 387,0.79,0.56,0.53,19.06,poultry,2,0,1,9,1
SYN-96ab4102,Synthetic ice cream 388,0.56,0.43,0.4,12.01,ice cream,1,1,0,2,1
SYN-f9b7faac,Synthetic confectionery 389,0.68,0.42,0.62,12.09,confectionery,1,1,0,9,1
SYN-e532bb0a,Synthetic confectionery 390,0.77,0.5,0.49,21.31,confectionery,1,1,0,6,1
SYN-3232411b,Synthetic bakery products 391,1.11,0.48,0.4,16.21,bakery products,2,1,0,2,1
SYN-67551f13,Synthetic confectionery 392,0.79,0.62,0.52,20.85,confectionery,1,1,0,10,1
SYN-34df5954,Synthetic confectionery 393,0.61,0.42,0.53,11.07,confectionery,2,1,0,10,1
SYN-d1d626fe,Synthetic fruit 394,1.15,0.43,0.47,14.85,fruit,1,1,0,9,1
SYN-9776aa6d,Synthetic vegetables 395,0.59,0.43,0.53,11.22,vegetables,1,1,0,10,1
SYN-f3e448e4,Synthetic herbs/spice 396,0.91,0.53,0.55,18.8,herbs/spice,2,0,1,4,1
SYN-5cb76ee2,Synthetic instant meals 397,0.8,0.32,0.35,15.97,instant meals,3,0,1,6,1
SYN-c3cd07db,Synthetic bakery products 398,1.03,0.48,0.51,12.72,bakery products,2,1,0,5,1
SYN-070dcf32,Synthetic ice cream 399,1.12,0.46,0.51,14.78,ice cream,1,1,0,7,1
SYN-d209a3fa,Synthetic confectionery 400,0.64,0.41,0.56,11.53,confectionery,1,1,0,1,1
